objectid,filename,title,creator,date,description,subject,location,latitude,longitude,identifier,type,format,culture,materials,measurements,credit,published,web_page,altnum
60,jsma2016_12_95.jpg,Brooch,"Halling, Georg Albert H.",early 20th century,,"Halling, Georg Albert H.;Danish;Sterling silver with amber and moonstone cabochons;Copenhagen, Denmark","Copenhagen, Denmark",55.659495,12.57726,JSMA2016:12.95,Image;StillImage,image/jpeg,Danish,Sterling silver with amber and moonstone cabochons,2-1/4 x 2 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119759;type=101,S0172
475,jsma2019_11_10.jpg,Compote with lid,"Jensen, Georg; Rohde, Johan",1912,,"Jensen, Georg; Rohde, Johan;Danish;Sterling silver;Copenhagen, Denmark","Copenhagen, Denmark",55.659495,12.57726,JSMA2019:11.10,Image;StillImage,image/jpeg,Danish,Sterling silver,6 x 4-1/8 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136056;type=101,N0135
66,jsma2019_11_126.jpg,Pin,"Nielsen, Evald",20th century,,"Nielsen, Evald;Danish;Sterling silver with moonstone;Copenhagen, Denmark","Copenhagen, Denmark",55.659495,12.57726,JSMA2019:11.126,Image;StillImage,image/jpeg,Danish,Sterling silver with moonstone,2-1/4 x 1-1/2 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136225;type=101,N1596
67,jsma2019_11_128.jpg,Brooch,"Nielsen, Evald",1920,Navette-shaped brooch with sliver blossom design framing carnelian cabochon,"Nielsen, Evald;Danish;Sterling silver with carnelian cabochon;Copenhagen, Denmark","Copenhagen, Denmark",55.659495,12.57726,JSMA2019:11.128,Image;StillImage,image/jpeg,Danish,Sterling silver with carnelian cabochon,W. 2 x D. 7/8 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136221;type=101,N0541
68,jsma2019_11_132.jpg,Brooch,Grann & Laglye,ca. 1950,,"Grann & Laglye;Danish;Sterling silver;Copenhagen, Denmark","Copenhagen, Denmark",55.659495,12.57726,JSMA2019:11.132,Image;StillImage,image/jpeg,Danish,Sterling silver,3/4 x 1-1/2 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=137896;type=101,N0528
501,jsma2019_11_135.jpg,Tea service (5 pieces),"Jensen, Georg",1915-1917,,"Jensen, Georg;Danish;sterling silver, wood;Copenhagen, Denmark","Copenhagen, Denmark",55.659495,12.57726,JSMA2019:11.135a-e,Image;StillImage,image/jpeg,Danish,"sterling silver, wood",Teapot: 6-1/2 x 11 x 5 inches; Coffeepot: 10 x 8-1/2 x 4-1/2 inches; Pitcher: 9 x 6-1/4 x 4 inches; Lidded bowl: 5-1/2 x 6-1/2 x 4 inches; Creamer: 5 x 6 x 3 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=138362;type=101,M0003
180,jsma2019_11_17.jpg,Caddy spoon,"Jensen, Georg; Nielsen, Harald",ca. 1927-1935,,"Jensen, Georg; Nielsen, Harald;Danish;Sterling silver;Copenhagen, Denmark","Copenhagen, Denmark",55.659495,12.57726,JSMA2019:11.17,Image;StillImage,image/jpeg,Danish,Sterling silver,3-7/8 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136063;type=101,N0238
359,jsma2019_11_97.jpg,Bowl,"Henriksen, N.G.",1910,,"Henriksen, N.G.;Danish;Sterling silver;Copenhagen, Denmark","Copenhagen, Denmark",55.659495,12.57726,JSMA2019:11.97,Image;StillImage,image/jpeg,Danish,Sterling silver,H. 2-3/4 x Diam. 8-1/2 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136152;type=101,N1634
176,jsma2017_2_51.jpg,Cucumber server,"Porter, Franklin",ca. 1924-35,,"Porter, Franklin;American;Sterling silver;Danver, Massachusetts","Danver, Massachusetts",,,JSMA2017:2.51,Image;StillImage,image/jpeg,American,Sterling silver,7 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=126288;type=101,N1062
201,jsma2016_12_11.jpg,Spoon,Unknown,ca. 1931,Silver spoon with hammerd surface and spatulate handle applied with scrolls and leaves,Unknown;Danish;Sterling silver;Denmark,Denmark,55.659495,12.57726,JSMA2016:12.11,Image;StillImage,image/jpeg,Danish,Sterling silver,10 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119664;type=101,N0141
63,jsma2016_12_160.jpg,Necklace,Unknown,20th century,Curbed-link chain with seven graduated free-form convex ovoid pendants with a hammered finish.,Unknown;Danish;silver;Denmark,Denmark,55.659495,12.57726,JSMA2016:12.160,Image;StillImage,image/jpeg,Danish,silver,16 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=122450;type=101,N1544
64,jsma2016_12_166.jpg,Pendant,"Hansen, Hans",mid-20th century,Danish modernist silver and enamel pendant.,"Hansen, Hans;Danish;silver, enamel;Denmark",Denmark,55.659495,12.57726,JSMA2016:12.166,Image;StillImage,image/jpeg,Danish,"silver, enamel",2 x 2 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=122458;type=101,N0962
208,jsma2016_12_96.jpg,Serving fork and spoon,Unknown,1918,"Serving fork and spoon with hammered surface, decorative handles and amber cabochon insets at handle terminals.",Unknown;Danish;Sterling silver with amber cabochons;Denmark,Denmark,55.659495,12.57726,"JSMA2016:12.96a,b",Image;StillImage,image/jpeg,Danish,Sterling silver with amber cabochons,"Fork: 8-3/8 inches, spoon: 8-3/4 inches","Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119760;type=101,T0055/S0170
312,jsma2017_2_29.jpg,Three-Candle Holder,Unknown,ca. 1960,,Unknown;Danish;Sterling silver;Denmark,Denmark,55.659495,12.57726,JSMA2017:2.29,Image;StillImage,image/jpeg,Danish,Sterling silver,6-5/8 x 3 x 3-5/8 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=126352;type=101,NO MGW NUMBER
313,jsma2017_2_30.jpg,Candlesticks,"Rørvig, John Victor",ca. 1970s,,"Rørvig, John Victor;Danish;Sterling silver;Denmark",Denmark,55.659495,12.57726,JSMA2017:2.30a-b,Image;StillImage,image/jpeg,Danish,Sterling silver,13-1/2 x 5-5/8 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=126354;type=101,NO MGW NUMBER
3,jsma2017_2_72.jpg,Necklace,"Gabrielsen, Bent",1980,,"Gabrielsen, Bent;Danish;Sterling silver;Denmark",Denmark,55.659495,12.57726,JSMA2017:2.72,Image;StillImage,image/jpeg,Danish,Sterling silver,Choker: 4-7/8 inches; pendant: 2 x 1-7/8 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=126816;type=101,N0266
465,jsma2019_11_102.jpg,Box,Cohr,ca. 1935,,Cohr;Danish;Sterling silver;Denmark,Denmark,55.659495,12.57726,JSMA2019:11.102,Image;StillImage,image/jpeg,Danish,Sterling silver,2-5/16 x 5-3/4 x 5-3/4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136157;type=101,No MGW number
215,jsma2019_11_122.jpg,Ladle,"Bindesboll, Thorvald",1919,,"Bindesboll, Thorvald;Danish;Sterling silver and gilt;Denmark",Denmark,55.659495,12.57726,JSMA2019:11.122,Image;StillImage,image/jpeg,Danish,Sterling silver and gilt,7 x 14 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136184;type=101,T0075/S0174
216,jsma2019_11_123.jpg,Forks (set of 6),"Victoria Silverware; Bindesboll, Thorvald",1900,"6 pieces, foliate and bead design in relief, possibly designed by Bindesboll","Victoria Silverware; Bindesboll, Thorvald;Danish;Silverplate;Denmark",Denmark,55.659495,12.57726,JSMA2019:11.123a-f,Image;StillImage,image/jpeg,Danish,Silverplate,each: 8-1/8 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136185;type=101,T0077/S0176
352,jsma2019_11_139.jpg,Salt caster,"Lau, Wilhelm Frederick",1926,,"Lau, Wilhelm Frederick;Danish;Sterling silver;Denmark",Denmark,55.659495,12.57726,JSMA2019:11.139,Image;StillImage,image/jpeg,Danish,Sterling silver,H. 3-1/4 x W. 1-3/4 x D. 1-3/4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=138370;type=101,N0193
478,jsma2019_11_45.jpg,Cup with cover and ivory handle,"Rasmussen, Holger",ca. 1950,,"Rasmussen, Holger;Danish;Sterling silver and ivory;Denmark",Denmark,55.659495,12.57726,JSMA2019:11.45,Image;StillImage,image/jpeg,Danish,Sterling silver and ivory,H. 11 x Diam. 4-1/2 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136097;type=101,N0850
345,jsma2019_11_56.jpg,Tea strainer,"Kragh, P.V.J.",1920,Tea strainer with hammered finish and beaded swag handle terminal,"Kragh, P.V.J.;Danish;Sterling silver;Denmark",Denmark,55.659495,12.57726,JSMA2019:11.56,Image;StillImage,image/jpeg,Danish,Sterling silver,H. 1 x W. 3-1/8 x D. 5-5/8 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",N,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136109;type=101,N0975
214,jsma2019_11_87.jpg,Spoon,Unknown,1918,,Unknown;Danish;Sterling silver;Denmark,Denmark,55.659495,12.57726,JSMA2019:11.87,Image;StillImage,image/jpeg,Danish,Sterling silver,8-3/8 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136142;type=101,N1546
487,jsma2019_11_98.jpg,Inkwell,Unknown,1910,"The stylized silver chasing on this stout crystal inkwell suggests the influence of Danish architect and designer Thorvald Bindesbøll (1846-1908). As avant-garde painter Asgard Jorn once observed, the spontaneity of Bindesbøll’s ornamented metalwork parallels the innovative dynamism of Wassily Kandinsky’s paintings. Here, the lightness of the swirling designs is counterbalanced by the heavy crystal body of the inkwell.",Unknown;Danish;Sterling silver and crystal;Denmark,Denmark,55.659495,12.57726,JSMA2019:11.98,Image;StillImage,image/jpeg,Danish,Sterling silver and crystal,4-3/4 x 4-13/16 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136153;type=101,N1644
83,jsma2017_2_62.jpg,Set of cups,West & Son,1911,,"West & Son;Irish;Sterling silver;Dublin, Ireland","Dublin, Ireland",,,JSMA2017:2.62a-f,Image;StillImage,image/jpeg,Irish,Sterling silver,Cups: each: H. 1-7/8 x W. 1-3/4 x D. 1-7/8 inches; box: H. 7-1/8 x W. 5-7/8 x D. 2-3/8 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=126338;type=101,NO MGW NUMBER
184,jsma2019_11_38.jpg,Caddy spoon,Celtic Frames Ltd.,1999,,"Celtic Frames Ltd.;Irish;Sterling silver;Dublin, Ireland","Dublin, Ireland",,,JSMA2019:11.38,Image;StillImage,image/jpeg,Irish,Sterling silver,3-1/2 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=136089;type=101,N0655
260,jsma2014_38_38.jpg,Bookends,Roycroft,1905,,"Roycroft;American;Copper;East Aurora, New York","East Aurora, New York",,,"JSMA2014:38.38a,b",Image;StillImage,image/jpeg,American,Copper,each: H. 5-3/16 x W. 4-3/16 x D. 3-3/4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=27193;type=101,N1021
315,jsma2014_38_39.jpg,Vase,Roycroft,ca. 1915-25,,"Roycroft;American;Copper;East Aurora, New York","East Aurora, New York",,,JSMA2014:38.39,Image;StillImage,image/jpeg,American,Copper,overall: H. 4 1/2 x W. 6 1/2 in; H. 11.43 x W. 16.51 cm,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=27194;type=101,N1020
264,jsma2014_38_51.jpg,Bookends,Roycroft,ca. 1910-20,,"Roycroft;American;Copper;East Aurora, New York","East Aurora, New York",,,"JSMA2014:38.51a,b",Image;StillImage,image/jpeg,American,Copper,each: 8-3/8 x 5-3/4 x 3-3/4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=27206;type=101,P0141
280,jsma2014_38_9.jpg,Inkwell,Roycroft,ca. 1910-20,"This humble inkwell was made by the Roycroft Community in East Aurora, New York. Established in 1893 by Elbert Hubbard, the Roycroft Community became a leading exponent of American Arts and Crafts. Although Hubbard and his wife died in the sinking of the RMS Luistania in 1915, the Roycrofters enjoyed great success commercial success until 1938. Selectively ornamented with hammer marks, the copper box features a hinged lid that opens to reveal a glass inkwell.","Roycroft;American;Copper with glass insert;East Aurora, New York","East Aurora, New York",,,JSMA2014:38.9,Image;StillImage,image/jpeg,American,Copper with glass insert,overall: H. 1 7/8 x W. 2 7/8 in; H. 4.7625 x W. 7.3025 cm,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=27164;type=101,T0038/S0169
424,jsma2016_12_114.jpg,Box,"Stickley, Gustav",ca. 1915,"A leading figure of the American Arts and Crafts Movement, Gustav Stickley began his career as a furniture designer in upper New York State. In 1896 Stickley traveled to Europe where he met C.R. Ashebee and other British Arts and Crafts figures. Like his American counterparts, Stickley was less interested in the socialist goals of William Morris and more interested in the hand wrought aesthetic of Arts and Crafts. This hammered copper box reflects Stickley’s commitment to sound craftsmanship and truth to purpose. Stickley limits the ornamentation on the box to functional structures, such as the diamond- shaped finial on the lid.","Stickley, Gustav;American;Patinated copper;Eastwood, New York","Eastwood, New York",,,JSMA2016:12.114,Image;StillImage,image/jpeg,American,Patinated copper,H. 6 x W. 11-1/8 x D. 7-1/2 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=122394;type=101,N0008
143,jsma2016_12_112.jpg,Clasp,Brook & Son,1899,,Brook & Son;Scottish;Silver;Edinburgh,Edinburgh,,,JSMA2016:12.112,Image;StillImage,image/jpeg,Scottish,Silver,4-3/8 x 2-1/4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=122390;type=101,N0463
169,jsma2017_2_42.jpg,Caddy Spoon,Isle of Mull Silver Co.,ca. late 20th century,,Isle of Mull Silver Co.;Scottish;Silver;Edinburgh,Edinburgh,,,JSMA2017:2.42,Image;StillImage,image/jpeg,Scottish,Silver,2-3/4 x 1-3/8 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=126317;type=101,N1654
88,jsma2016_12_29.jpg,Serving spoons,"Stewart, Graham L.",2004,"Sterling silver serving ""crocus"" spoons.","Stewart, Graham L.;Scottish;Sterling silver;Edinburgh, Scotland","Edinburgh, Scotland",,,"JSMA2016:12.29a,b",Image;StillImage,image/jpeg,Scottish,Sterling silver,each: 9-3/4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=119682;type=101,N0222
429,jsma2014_38_11.jpg,Box,Unknown,ca. 1900,"Handwrought copper box with brass strapwork corners forming bracket feet, three bezel-set blue-green enamel cabochons.",Unknown;British;Copper and brass with enamel cabochons;England,England,52.347659,-0.620714,JSMA2014:38.11,Image;StillImage,image/jpeg,British,Copper and brass with enamel cabochons,H. 2-5/16 x W. 8 x D. 4-1/4 inches,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=27166;type=101,N0012
